"","Kingdom","Phylum","Class","Order","Family","Genus"
"OTU.297","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"OTU.298","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales",NA,NA
"OTU.299","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"OTU.300","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","KD3-93",NA
"OTU.301","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19",NA
"OTU.302","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"OTU.303","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"OTU.304","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"OTU.306","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"OTU.307","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"OTU.308","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia"
"OTU.310","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae",NA
"OTU.311","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"OTU.312","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.313","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter"
"OTU.315","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU.316","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"OTU.317","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"OTU.319","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"OTU.320","Bacteria","Cyanobacteria","Oxyphotobacteria","SepB-3",NA,NA
"OTU.323","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter"
"OTU.325","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.326","Bacteria","Planctomycetes",NA,NA,NA,NA
"OTU.327","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Demequina"
"OTU.329","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"OTU.330","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.331","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Simplicispira"
"OTU.332","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.333","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2"
"OTU.334","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae",NA
"OTU.335","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"OTU.337","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Aphanizomenon_NIES81"
"OTU.338","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU.339","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae",NA
"OTU.340","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"OTU.342","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"OTU.343","Bacteria","Actinobacteria","Actinobacteria","PeM15",NA,NA
"OTU.344","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"OTU.346","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"OTU.347","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Propionivibrio"
"OTU.348","Bacteria","Actinobacteria","Acidimicrobiia",NA,NA,NA
"OTU.349","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"OTU.350","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU.351","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.352","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"OTU.353","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae",NA
"OTU.354","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"OTU.355","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"OTU.356","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis",NA
"OTU.357","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Uliginosibacterium"
"OTU.358","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"OTU.360","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.361","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Propionivibrio"
"OTU.362","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU.363","Bacteria","Firmicutes","Bacilli","Bacillales","Family_XII","Exiguobacterium"
"OTU.364","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"OTU.365","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA
"OTU.366","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga"
"OTU.367","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Limnobacter"
"OTU.368","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"OTU.369","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.370","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae",NA
"OTU.372","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"OTU.373","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"OTU.375","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU.376","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.377","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfotalea"
"OTU.378","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.379","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"OTU.380","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU.381","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767",NA
"OTU.382","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"OTU.384","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.385","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"OTU.386","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"OTU.387","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas"
"OTU.388","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"OTU.389","Bacteria",NA,NA,NA,NA,NA
"OTU.390","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"OTU.391","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Azonexus"
"OTU.392","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales",NA,NA
"OTU.393","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"OTU.396","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.398","Bacteria","Planctomycetes","vadinHA49",NA,NA,NA
"OTU.399","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"OTU.400","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"OTU.401","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chitinimonadaceae","Chitinimonas"
"OTU.402","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cereibacter"
"OTU.403","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Klebsiella"
"OTU.404","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chitinibacteraceae","Deefgea"
"OTU.406","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"OTU.407","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter"
"OTU.408","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.409","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.412","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.413","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"OTU.417","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.419","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Amnibacterium"
"OTU.420","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"OTU.421","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium"
"OTU.422","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.424","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges"
"OTU.425","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Haliscomenobacter"
"OTU.426","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.427","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"OTU.428","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.429","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter"
"OTU.430","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera"
"OTU.432","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio"
"OTU.433","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.434","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Niveibacterium"
"OTU.435","Bacteria",NA,NA,NA,NA,NA
"OTU.438","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.439","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"OTU.441","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"OTU.442","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.443","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"OTU.444","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"OTU.445","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU.446","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.448","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"OTU.449","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.450","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","OLB12"
"OTU.451","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.452","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"OTU.455","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ketogulonicigenium"
"OTU.456","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"OTU.457","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae",NA
"OTU.458","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"OTU.459","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ideonella"
"OTU.460","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.461","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"OTU.463","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"OTU.464","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"OTU.466","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"OTU.467","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA
"OTU.468","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio"
"OTU.469","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"OTU.472","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.474","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"OTU.475","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"OTU.476","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.477","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.479","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter"
"OTU.480","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"OTU.481","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"OTU.483","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae",NA
"OTU.484","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter"
"OTU.485","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"OTU.486","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria",NA,NA
"OTU.487","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"OTU.488","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea"
"OTU.489","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"OTU.490","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"OTU.491","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria",NA,NA
"OTU.494","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"OTU.495","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"OTU.496","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.497","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"OTU.498","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"OTU.500","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Candidatus_Accumulibacter"
"OTU.501","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42",NA
"OTU.502","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"OTU.503","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.504","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"OTU.505","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales",NA,NA
"OTU.506","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA
"OTU.507","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.508","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter"
"OTU.509","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"OTU.510","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae",NA
"OTU.511","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42",NA
"OTU.513","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae",NA
"OTU.514","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"OTU.515","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Limnohabitans"
"OTU.516","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia"
"OTU.518","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.519","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.521","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"OTU.522","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"OTU.523","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"OTU.524","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Flammeovirgaceae","Perexilibacter"
"OTU.526","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"OTU.527","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"OTU.528","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"OTU.529","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU.530","Bacteria",NA,NA,NA,NA,NA
"OTU.531","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.532","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"OTU.533","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium_12"
"OTU.535","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"OTU.537","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"OTU.538","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera"
"OTU.539","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.540","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.541","Bacteria","Proteobacteria","Gammaproteobacteria","211ds20",NA,NA
"OTU.543","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.545","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Amnibacterium"
"OTU.546","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella"
"OTU.547","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae",NA
"OTU.548","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"OTU.549","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.550","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.552","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"OTU.553","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"OTU.554","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA
"OTU.555","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Cryptosporangiaceae","Fodinicola"
"OTU.556","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"OTU.557","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas"
"OTU.558","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Leptothrix"
"OTU.559","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"OTU.560","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"OTU.561","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"OTU.562","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"OTU.563","Bacteria","Proteobacteria",NA,NA,NA,NA
"OTU.565","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"OTU.566","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae",NA
"OTU.567","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","MgMjR-022",NA
"OTU.568","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.569","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.570","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.571","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"OTU.573","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"OTU.574","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.575","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"OTU.578","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas"
"OTU.579","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga"
"OTU.580","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"OTU.581","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA
"OTU.583","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"OTU.584","Bacteria","Planctomycetes","OM190",NA,NA,NA
"OTU.585","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium"
"OTU.586","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"OTU.587","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"OTU.588","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus"
"OTU.589","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU.591","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum"
"OTU.593","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"OTU.595","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.596","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA
"OTU.597","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.598","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae",NA
"OTU.599","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","MgMjR-022",NA
"OTU.600","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.602","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"OTU.604","Bacteria","Planctomycetes","vadinHA49",NA,NA,NA
"OTU.605","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"OTU.606","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"OTU.608","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade"
"OTU.610","Bacteria","Acidobacteria","Holophagae","Holophagales","Holophagaceae","Geothrix"
"OTU.611","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","SB-5",NA
"OTU.612","Bacteria","Planctomycetes","OM190",NA,NA,NA
"OTU.613","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"OTU.614","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.615","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Xylophilus"
"OTU.616","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter"
"OTU.617","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
